To: El Paso Marketing   -  fax # 915-521-4751,,,,,,,,,,,,,,,
 El Paso Generation   -  fax # 915-521-4711,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,2002-02-03 00:00:00,,,,,,,,,,,,,,
HR ENDING,HR ENDING,,FOUR CORNERS,FOUR CORNERS,,EDDY,EDDY,EDDY,EDDY,,,,,,
Pacific,Mountain,,SALE,SALE,,SALE,SALE,SALE,SALE,,,,,,
Standard ,Standard,,EPMI,EPMI,,BUY,BUY,BUY,BUY,,,,,,
Time,Time,,22.25,22.25,,,,,,,,,,,
,,,CARRY OVER FROM 2/2,GOOD THRU 2/4,,CARRY OVER FROM 2/2,CARRY OVER FROM 2/2,FOR THE DAY,FOR THE DAY,,,,,,
,,,,,,,,,,,,,,,
,,,2002-02-01 00:00:00,2002-02-02 00:00:00,,2002-02-01 00:00:00,2002-02-01 00:00:00,2002-02-02 00:00:00,2002-02-02 00:00:00,,,,,,
,,,"EPMI TAGS# 40565, 68, 69","EPMI TAGS# 40565, 68, 69",,SPS TAG,SPS TAG,SPS TAG,SPS TAG,,TOTAL NET,NET PALO VERDE,NET FOUR CORNERS,NET EDDY,
PST,MST,,DIRECT BILL,DIRECT BILL,,DIRECT BILL,DIRECT BILL,DIRECT BILL,DIRECT BILL,,,,,,
2400,0100,,25,0,,-50,-50,0,0,,-75,,0,0,
0100,0200,,0,25,,0,0,-50,-50,,-75,,25,-100,
0200,0300,,0,25,,0,0,-50,-50,,-75,,25,-100,
0300,0400,,0,25,,0,0,-50,-50,,-75,,25,-100,
0400,0500,,0,25,,0,0,-50,-50,,-75,,25,-100,
0500,0600,,0,25,,0,0,-50,-50,,-75,,25,-100,
0600,0700,,0,25,,0,0,-50,-50,,-75,,25,-100,
0700,0800,,0,25,,0,0,-50,-50,,-75,,25,-100,
0800,0900,,0,25,,0,0,-50,-50,,-75,,25,-100,
0900,1000,,0,25,,0,0,-50,-50,,-75,,25,-100,
1000,1100,,0,25,,0,0,-50,-50,,-75,,25,-100,
1100,1200,,0,25,,0,0,-50,-50,,-75,,25,-100,
1200,1300,,0,25,,0,0,-50,-50,,-75,,25,-100,
1300,1400,,0,25,,0,0,-50,-50,,-75,,25,-100,
1400,1500,,0,25,,0,0,-50,-50,,-75,,25,-100,
1500,1600,,0,25,,0,0,-50,-50,,-75,,25,-100,
1600,1700,,0,25,,0,0,-50,-50,,-75,,25,-100,
1700,1800,,0,25,,0,0,-50,-50,,-75,,25,-100,
1800,1900,,0,25,,0,0,-50,-50,,-75,,25,-100,
1900,2000,,0,25,,0,0,-50,-50,,-75,,25,-100,
2000,2100,,0,25,,0,0,-50,-50,,-75,,25,-100,
2100,2200,,0,25,,0,0,-50,-50,,-75,,25,-100,
2200,2300,,0,25,,0,0,-50,-50,,-75,,25,-100,
2300,2400,,0,25,,0,0,-50,-50,,-75,,25,-100,
2400,0100,,0,25,,0,0,-50,-50,,-75,,25,-100,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,MST Total,,25,575,,-50,-50,-1150,-1150,,-1800,,575,-2300,Today's Scheduled MWh
,,,,,TOTAL SALES,,,,,TOTAL PURCHASES,,,,,
,PST TOTAL,,0,600,600,0,0,-1200,-1200,,-1800,,600,-2400,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,EPE(G)4C,EPE(G)4C,,SPS (G) @ EDDY TIE,SPS (G) @ EDDY TIE,SPS (G) @ EDDY TIE,SPS (G) @ EDDY TIE,,,,,,
,,,EPMI,EPMI,,PSCO,PSCO,PSCO,PSCO,,,,,,
,,,AZPS(T)FC3/PPD2,AZPS(T)FC3/PPD2,,EPMI,EPMI,EPMI,EPMI,,,,,,
,,,WALC(T)PPD2/COOLIDGE,WALC(T)PPD2/COOLIDGE,,EPE (L) @ EDDY TIE,EPE (L) @ EDDY TIE,EPE (L) @ EDDY TIE,EPE (L) @ EDDY TIE,,,,,,
,,,CRSP(L)COOLIDGE,CRSP(L)COOLIDGE,,,,,,,,,,,
