Public Service Company of New Mexico,,,,,,,,,
"January 16, 2002",,,,,,,,,
James Butler,,,,,,,,,
Risk Manager-Electric,,,,,,,,,
,,,,,,,,,
Request for Prepayment,,,,,,,,,
,,,,,,,,,
Power to be delivered 1/22/02 through 1/28/02,,,,,,,,,
,,,,,,,,,
Deal description: For the dates 1/8/02 through 1/14/02 PNM sells to Enron 75MW off-peak PV @ $18.00 ,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Date, ,,Off-Peak Hrs,, ,,Off-Peak $,
,,,,,, ,,,
,2002-01-22 00:00:00, ,,8,, ,,10800,
,2002-01-23 00:00:00, ,,8,, ,,10800,
,2002-01-24 00:00:00, ,,8,, ,,10800,
,2002-01-25 00:00:00, ,,8,, ,,10800,
,2002-01-26 00:00:00, ,,8,, ,,10800,
,2002-01-27 00:00:00, ,,24,, ,,32400,
,2002-01-28 00:00:00, ,,8,, ,,10800,
,,,,,, ,,,
,,,,,Totals, ,,97200,97200.0
,,,,,,,,,
"Amount of required prepayment $97,200.00",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
PNM Trader: Bob Winn,,,,,,,,,
,,,,,,,,,
Enron Trader: Holden Salisbury,,,,,,,,,
