ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Sue,Mellsop,NZL,4569,00:22:28,00:03:14,01:11:26,00:03:26,00:42:46,1,02:23:24
Ali,Hollington,NZL,4563,00:27:13,00:03:32,01:09:08,00:03:14,00:41:27,2,02:24:38
Anne,Hegvold,NOR,4634,00:23:57,00:03:49,01:11:57,00:03:23,00:41:44,3,02:24:52
Stephanie,Kieffer,CAN,4617,00:22:26,00:03:20,01:12:17,00:03:17,00:44:13,4,02:25:37
Marina,Fowell,NZL,4560,00:25:54,00:03:24,01:10:38,00:03:14,00:44:34,5,02:27:46
Kerry,Simmons,USA,4588,00:25:40,00:03:39,01:11:42,00:03:32,00:43:34,6,02:28:09
Steph,Popelar,USA,4584,00:31:33,00:03:47,01:10:54,00:02:59,00:39:38,7,02:28:52
Leonie,Kaywood,NZL,4565,00:29:05,00:03:14,01:14:01,00:02:55,00:40:51,8,02:30:08
Ann,Davidson,USA,4581,00:34:08,00:03:41,01:09:46,00:03:09,00:39:30,9,02:30:16
Cortney,Martin,USA,4582,00:33:47,00:03:50,01:11:08,00:03:49,00:42:40,10,02:35:16
Michelle,Rosowsky,USA,4585,00:28:02,00:03:53,01:17:23,00:03:23,00:43:13,11,02:35:56
Alison,Hamilton,NZL,4562,00:31:09,00:03:47,01:11:17,00:03:55,00:46:12,12,02:36:22
Julia,Cree,NZL,4559,00:25:52,00:03:53,01:17:21,00:03:45,00:45:52,13,02:36:46
Jessica,Campbell,CAN,4612,00:32:52,00:04:08,01:12:29,00:03:31,00:44:05,14,02:37:07
Jacinta,O'Connor,AUS,4604,00:30:22,00:04:22,01:14:01,00:03:37,00:44:54,15,02:37:18
Narelle,Talbot,AUS,4607,00:29:38,00:03:49,01:15:21,00:03:43,00:44:45,16,02:37:20
Sonia,O'Connell,NZL,4571,00:23:55,00:03:59,01:17:06,00:03:49,00:49:37,17,02:38:28
Kerry,Bailie,AUS,4592,00:27:41,00:04:28,01:16:00,00:03:44,00:46:41,18,02:38:37
Elizabeth,Thomas,AUS,4608,00:32:51,00:03:30,01:15:27,00:03:18,00:44:46,19,02:39:55
Patricia,Mcbreen,NZL,4567,00:34:39,00:04:32,01:12:24,00:03:39,00:44:40,20,02:39:56
Jane,Baldwin,NZL,4553,00:32:45,00:03:51,01:15:46,00:03:38,00:46:08,21,02:42:09
Tina,Mcevoy,AUS,4601,00:33:20,00:04:12,01:15:42,00:03:26,00:46:42,22,02:43:26
Sarah Jane,Blair,NZL,4555,00:32:38,00:03:57,01:16:48,00:03:53,00:46:26,23,02:43:45
Pippa,Turley,NZL,4573,00:33:47,00:04:08,01:17:07,00:03:26,00:45:18,24,02:43:49
Jillian,Mckenzie,AUS,4602,00:32:06,00:03:59,01:17:52,00:03:35,00:46:48,25,02:44:22
Susanne,Weber,GER,4628,00:28:49,00:03:53,01:15:03,00:04:15,00:52:47,26,02:44:49
Almuth,Waechter,NZL,4574,00:34:14,00:04:22,01:19:18,00:03:44,00:43:27,27,02:45:07
Lisa,Frost,AUS,4596,00:33:02,00:04:13,01:16:52,00:03:41,00:47:25,28,02:45:14
Claire,Wakeling,NZL,4575,00:32:49,00:04:00,01:16:41,00:03:54,00:48:14,29,02:45:40
Ali,Boggs,NZL,4556,00:29:02,00:03:54,01:16:14,00:03:50,00:53:05,30,02:46:06
Skye,Howie,AUS,4598,00:34:10,00:04:05,01:18:24,00:03:26,00:46:36,31,02:46:44
Katherine,Weber,CAN,4622,00:35:21,00:04:15,01:14:22,00:03:55,00:48:56,32,02:46:51
Adair,Craik,NZL,4558,00:30:41,00:03:57,01:19:03,00:03:54,00:49:33,33,02:47:11
Anne,Sheehy,USA,4586,00:27:48,00:04:13,01:20:15,00:04:18,00:50:44,34,02:47:22
Irene,Irwin,CAN,4616,00:32:02,00:04:37,01:18:09,00:04:08,00:48:38,35,02:47:36
Gayle,Clark,NZL,4557,00:28:42,00:03:29,01:18:00,00:03:41,00:54:54,36,02:48:48
Fiona,Ellis,AUS,4595,00:32:09,00:04:10,01:22:10,00:03:56,00:46:49,37,02:49:16
Carlene,Messinger,USA,4583,00:25:45,00:04:35,01:25:54,00:04:11,00:49:17,38,02:49:44
Denise,Uhrynuk,CAN,4621,00:34:50,00:04:42,01:21:42,00:03:45,00:44:50,39,02:49:51
Lesley,Hartford,CAN,4615,00:32:06,00:04:22,01:20:08,00:04:02,00:49:26,40,02:50:06
Jo,Tacon,NZL,4572,00:34:13,00:04:16,01:17:56,00:03:56,00:50:11,41,02:50:35
Gayle,Young,AUS,4609,00:37:03,00:04:37,01:20:40,00:03:40,00:44:51,42,02:50:52
Karen,Blackwood,NZL,4554,00:32:56,00:04:12,01:19:51,00:03:57,00:49:57,43,02:50:55
Janice,Mccallum,NZL,4568,00:38:11,00:04:07,01:20:20,00:03:57,00:44:21,44,02:50:59
Christine,Moore,AUS,4603,00:38:59,00:04:24,01:18:27,00:03:59,00:45:24,45,02:51:15
Corrine,Gable,CAN,4614,00:39:42,00:05:10,01:15:10,00:04:10,00:48:39,46,02:52:54
Michelle,O'Toole,AUS,4605,00:32:04,00:04:18,01:22:50,00:03:57,00:50:01,47,02:53:12
Jennifer,Petzer,RSA,4578,00:32:48,00:04:44,01:20:03,00:04:33,00:51:30,48,02:53:40
Debi,Woodward,NZL,4576,00:33:35,00:05:01,01:19:38,00:03:51,00:51:44,49,02:53:53
Anne,Laking,NZL,4566,00:39:33,00:03:45,01:16:50,00:03:26,00:50:39,50,02:54:14
Julie,Tapley,GBR,4626,00:37:58,00:03:40,01:20:50,00:03:54,00:48:23,51,02:54:47
Sally,Goble,GBR,4625,00:44:21,00:04:45,01:18:02,00:03:48,00:45:18,52,02:56:16
Deborah,Stevens,USA,4589,00:35:33,00:04:53,01:21:57,00:06:07,00:48:15,53,02:56:47
Catherine,Clarke,CAN,4613,00:39:40,00:04:11,01:26:25,00:04:20,00:45:33,54,03:00:11
Joanna,Lilley,AUS,4599,00:32:26,00:04:59,01:19:08,00:04:33,01:00:15,55,03:01:25
Marsha,El-Hage,GBR,4624,00:39:33,00:04:46,01:19:51,00:04:03,00:53:11,56,03:01:27
Joanna,Younts,USA,4590,00:45:23,00:05:01,01:19:40,00:04:11,00:48:01,57,03:02:18
