ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Anita,Lenti,HUN,0,00:55:57,00:02:47,05:50:52,00:01:27,03:43:56,1,10:34:58
Grit,Dörr,GER,0,00:55:16,00:03:23,05:57:06,00:02:44,03:45:27,2,10:43:55
Daniëlle,Deley,BEL,0,00:59:19,00:03:55,05:56:56,00:05:58,03:43:59,3,10:50:04
Carmen,Schaaf,GER,0,01:19:27,00:03:46,05:46:19,00:02:04,03:39:31,4,10:51:06
Anja,Schwarz-Granzow,GER,0,01:23:16,00:03:12,05:49:06,00:02:04,03:45:59,5,11:03:35
Carina,Zimmermann,GER,0,01:06:04,00:04:48,05:51:18,00:03:39,04:10:30,6,11:16:17
Sophie,Chabut,FRA,0,01:12:23,00:02:16,05:42:52,00:01:57,04:23:19,7,11:22:46
Susanne,Endreß,GER,0,01:07:44,00:04:33,06:05:01,00:03:39,04:06:49,8,11:27:46
Elke,Strakeljahn,GER,0,00:57:36,00:02:32,06:05:29,00:03:37,04:19:51,9,11:29:03
Cornelia,Timm,GER,0,01:15:06,00:03:32,05:41:04,00:03:08,04:26:31,10,11:29:22
Judit,Dengler,GER,0,01:11:26,00:04:11,06:11:29,00:04:57,03:57:52,11,11:29:55
Christa,Scheffler,GER,0,01:20:09,00:05:50,05:59:34,00:03:30,04:02:14,12,11:31:16
Birgit,Schwartz-Reinken,GER,0,01:27:28,00:08:37,06:05:12,00:05:21,03:45:32,13,11:32:11
Gertraud,Erlemann,GER,0,01:17:19,00:03:18,06:05:36,00:02:37,04:08:18,14,11:37:06
Judith,Glassner,GER,0,01:12:15,00:03:45,05:45:47,00:02:06,04:34:06,15,11:37:56
Katrin,Jeschke,GER,0,01:14:13,00:06:10,05:57:44,00:02:28,04:24:29,16,11:45:03
Jacqueline,Lawrentz,GER,0,01:19:21,00:04:53,06:00:04,00:05:33,04:17:28,17,11:47:17
Cornelia,Autschbach,GER,0,01:19:53,00:05:42,05:45:41,00:04:19,04:33:45,18,11:49:20
Gabi,Fanger,GER,0,01:24:23,00:03:54,06:05:47,00:05:17,04:12:45,19,11:52:04
Anja,Flöter,GER,0,01:07:06,00:04:43,05:51:01,00:06:40,04:50:29,20,11:59:58
Britta,Wiesmann,GER,0,01:03:34,00:02:58,06:05:42,00:05:03,04:43:38,21,12:00:54
Marisa,Martí Huerta,ESP,0,01:21:44,00:08:51,06:24:11,00:06:37,03:59:59,22,12:01:20
Sabine,Leys,BEL,0,01:08:03,00:04:22,05:56:39,00:04:38,04:48:56,23,12:02:35
Carola,Sigl,GER,0,01:16:34,00:04:42,05:53:01,00:05:17,04:47:12,24,12:06:44
Marta,D'Acunzo,GER,0,01:16:45,00:03:48,06:17:34,00:03:24,04:29:04,25,12:10:34
Claude,Mirat,FRA,0,01:10:55,00:06:36,06:18:08,00:05:59,04:32:10,26,12:13:47
Ulrike,Seifert,GER,0,01:23:30,00:04:42,06:09:19,00:02:18,04:48:47,27,12:28:33
Cecile,Casenobe,FRA,0,01:12:13,00:06:21,06:44:41,00:03:01,04:29:48,28,12:36:04
Maja,Kröger,GER,0,01:17:05,00:02:44,06:27:24,00:02:43,04:52:36,29,12:42:31
Anita,Mattheus,GER,0,01:16:17,00:07:43,06:28:12,00:04:26,04:46:24,30,12:43:00
Florise,Sichel,FRA,0,01:19:14,00:05:25,06:23:47,00:04:04,05:03:16,31,12:55:45
Sybille,Voortman,GER,0,01:33:09,00:04:57,06:55:16,00:04:35,04:18:34,32,12:56:30
Michelle,Mctaggart,GBR,0,01:25:18,00:05:38,06:39:07,00:05:16,04:45:24,33,13:00:41
Christine,Noualhaguet,FRA,0,01:14:19,00:07:04,06:54:22,00:07:47,04:40:06,34,13:03:37
Rena,Eberlein,GER,0,01:16:55,00:06:00,06:17:29,00:04:19,05:23:40,35,13:08:23
Rabia,Rolland,FRA,0,01:33:58,00:06:13,06:49:45,00:02:50,04:38:16,36,13:11:01
Myriam,Combet,FRA,0,01:13:24,00:06:38,07:13:56,00:04:33,04:39:25,37,13:17:55
Christine,Leising,GER,0,01:20:49,00:08:26,06:46:34,00:05:14,05:25:40,38,13:46:42
Jane,Bloore,GBR,0,01:11:22,00:06:52,07:06:22,00:09:20,05:21:54,39,13:55:49
Régine,Gomez,FRA,0,01:20:04,00:06:19,06:50:32,00:06:27,06:02:26,40,14:25:47
Andrea,Trautmann,GER,0,01:37:20,00:05:25,07:15:26,00:08:30,05:57:55,41,15:04:34
Gaelle,Fleitour,FRA,0,01:23:21,00:08:00,07:34:30,00:10:43,06:15:00,42,15:31:32
