ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Rob,Barel,NED,0,00:41:56,00:02:37,01:55:23,00:00:00,01:18:51,1,04:00:23
Rodolphe,Von Berg,BEL,0,00:44:42,00:03:48,01:54:56,00:00:00,01:17:44,2,04:03:11
Rob,Van Zanten,NED,0,00:43:43,00:03:09,02:00:51,00:00:00,01:14:43,3,04:04:36
John,Hellemans,NZL,0,00:38:49,00:03:20,02:00:27,00:00:00,01:23:59,4,04:08:44
Gerold,Müller,GER,0,00:54:14,00:03:50,02:01:23,00:00:00,01:20:51,5,04:22:42
Alex,Vennevault,FRA,0,00:49:51,00:03:50,02:05:34,00:00:00,01:21:15,6,04:22:44
Nathan,Nevid,USA,0,00:41:39,00:03:56,02:09:38,00:00:00,01:30:00,7,04:27:34
Felix,Castrillo,ESP,0,00:55:49,00:04:20,02:08:06,00:00:00,01:22:36,8,04:34:06
Neil,Warnock,AUS,0,00:49:57,00:03:21,02:07:43,00:00:00,01:31:13,9,04:34:26
Rob,Caune,GBR,0,00:47:29,00:03:36,02:07:10,00:00:00,01:35:45,10,04:36:26
Aaldrik,Koops,NED,0,00:54:51,00:03:41,02:01:03,00:00:00,01:34:16,11,04:36:34
Louis,Almekinders,USA,0,00:44:25,00:03:19,02:11:57,00:00:00,01:34:57,12,04:36:53
Herve,Le Mouellic,FRA,0,00:56:14,00:03:18,02:06:54,00:00:00,01:28:49,13,04:37:21
Kevin,Raven,NZL,0,00:51:15,00:03:52,02:10:17,00:00:00,01:31:39,14,04:39:46
Alain,Maubras,FRA,0,00:46:18,00:03:22,02:11:39,00:00:00,01:36:51,15,04:40:20
Chris,Kiley,AUS,0,00:56:59,00:03:31,02:08:37,00:00:00,01:30:34,16,04:41:42
Johann,Dumfart,AUT,0,00:53:04,00:03:10,02:06:09,00:00:00,01:37:14,17,04:41:49
Herve,Osmont,MON,0,00:51:42,00:04:11,02:07:21,00:00:00,01:37:04,18,04:42:30
Randy,Christofferson,USA,0,00:52:11,00:04:02,02:07:50,00:00:00,01:41:12,19,04:48:09
Paul,Charles,FRA,0,00:51:16,00:04:30,02:19:18,00:00:00,01:31:37,20,04:49:46
Fernando,Feijao,POR,0,01:07:11,00:03:23,02:12:28,00:00:48,01:20:19,21,04:51:46
Dave,Hayton,GBR,0,00:51:58,00:03:37,02:13:58,00:00:00,01:40:30,22,04:52:24
Michael,Skivington,GBR,0,00:55:25,00:03:50,02:17:07,00:00:00,01:33:49,23,04:52:53
Eric,Blakie,GBR,0,00:56:16,00:03:53,02:11:24,00:00:00,01:38:52,24,04:53:35
Alain,Margirier,FRA,0,00:49:45,00:03:36,02:15:58,00:00:00,01:42:38,25,04:54:42
Kevin,Luckie,NZL,0,00:54:47,00:04:25,02:13:42,00:00:00,01:38:56,26,04:55:49
Michel,Stephant,FRA,0,00:53:00,00:04:07,02:15:12,00:00:00,01:40:20,27,04:55:52
Dominique,Leroux,FRA,0,00:58:55,00:04:12,02:13:23,00:00:00,01:36:49,28,04:56:07
Claude,Basso,USA,0,00:57:37,00:04:38,02:17:29,00:00:00,01:34:21,29,04:57:24
Iain,Ogilvie,GBR,0,00:53:48,00:04:08,02:19:55,00:00:00,01:38:52,30,04:59:52
Michel,Bettan,FRA,0,00:59:29,00:03:39,02:16:01,00:00:00,01:38:34,31,05:00:39
Francisco,Oliveira,BRA,0,00:59:23,00:03:49,02:23:02,00:00:00,01:31:28,32,05:01:13
Frederic,Hennebert,FRA,0,00:55:49,00:03:45,02:13:19,00:00:00,01:46:39,33,05:02:43
Terry,Shiels,USA,0,00:52:38,00:04:10,02:19:48,00:00:00,01:43:44,34,05:03:47
Vicente ,Calabuig,ESP,0,01:00:33,00:03:45,02:16:31,00:00:00,01:40:47,35,05:04:16
Francisco,Reis,POR,0,01:03:34,00:04:52,02:16:08,00:00:00,01:37:11,36,05:04:20
Philippe,Bes,FRA,0,00:59:55,00:04:14,02:21:57,00:00:00,01:34:49,37,05:04:44
Jean Jacques,Vuillame,FRA,0,00:52:05,00:05:30,02:24:40,00:00:00,01:40:10,38,05:06:13
Sylvain,Lemaire,FRA,0,00:57:37,00:04:40,02:12:47,00:00:00,01:51:57,39,05:09:48
John,Blok,CAN,0,01:01:48,00:04:45,02:21:06,00:00:00,01:38:09,40,05:11:11
Lee,Holdaway,GBR,0,01:04:28,00:03:49,02:13:03,00:00:00,01:48:42,41,05:12:21
Andrew,Sixsmith,GBR,0,00:00:00,10:54:10,02:21:30,00:00:00,01:50:21,42,05:17:27
Charles,Backstrom,USA,0,01:05:01,00:05:23,02:21:04,00:00:00,01:45:53,43,05:21:23
Carlos,Tordesillas,ESP,0,01:06:15,00:06:28,02:28:56,00:00:00,01:36:01,44,05:21:58
Jeff,Skinner,USA,0,01:01:06,00:03:47,02:13:38,00:00:00,02:06:12,45,05:28:26
Lionel,Bonnevie,FRA,0,01:05:07,00:04:33,02:21:33,00:00:00,01:55:06,46,05:29:22
Guy,Audrain,FRA,0,01:01:15,00:04:32,02:31:49,00:00:00,01:51:36,47,05:33:13
Stephane,Thery,FRA,0,01:26:38,00:06:22,02:21:14,00:00:00,01:45:36,48,05:45:27
Steve,Macdonald,GBR,0,00:55:13,00:05:46,02:46:49,00:00:00,02:03:55,49,05:55:13
Ad,Brouwers,NED,0,00:51:06,00:08:51,03:12:13,00:05:53,02:11:48,50,06:37:28
Philippe,Daum,FRA,0,01:21:29,00:07:20,02:44:12,00:00:00,02:26:36,51,06:44:52
Andrew,Davidson,NZL,0,01:02:48,00:04:36,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Joel,Gillet,FRA,0,00:55:00,00:03:47,02:14:43,00:00:00,00:00:00,DNF,00:00:00
