ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Mike,Trees,GBR,1600,00:11:07,00:02:59,00:32:03,00:02:44,00:17:39,1,01:06:34
Peter,Bolton,AUS,1564,00:10:35,00:03:18,00:31:28,00:02:51,00:18:51,2,01:07:05
Carlos,Dolabella,USA,1554,00:10:29,00:03:24,00:32:15,00:03:00,00:19:37,3,01:08:48
Paul,Jennings,GBR,1594,00:10:27,00:03:30,00:33:20,00:02:49,00:18:44,4,01:08:52
Campbell,Dawson,AUS,1567,00:11:49,00:03:47,00:33:10,00:02:49,00:17:59,5,01:09:38
Anthony,Duffy,AUS,1569,00:11:26,00:03:14,00:33:05,00:02:58,00:18:59,6,01:09:47
Keith,Mahon,GBR,1596,00:12:42,00:03:25,00:32:37,00:02:48,00:18:30,7,01:10:05
Stephen,Mealings,NZL,1543,00:12:34,00:03:26,00:33:56,00:02:52,00:19:10,8,01:11:59
Robert,Haynes,NZL,1535,00:11:19,00:03:44,00:33:40,00:03:12,00:20:19,9,01:12:16
Gavin,Sword,GBR,1599,00:12:14,00:03:32,00:34:26,00:03:01,00:19:15,10,01:12:31
Thomas,Peter Kirsten,BRA,1579,00:12:36,00:03:17,00:34:27,00:02:55,00:19:20,11,01:12:38
Stephen,Sitko,AUS,1577,00:13:58,00:03:42,00:33:22,00:02:49,00:19:03,12,01:12:56
Phillip,Parle,AUS,1575,00:15:03,00:03:14,00:33:26,00:02:55,00:18:14,13,01:12:58
Richard,Newton,AUS,1573,00:13:46,00:03:37,00:33:42,00:03:05,00:19:40,14,01:13:51
Mike,Lyle,USA,1558,00:11:21,00:03:24,00:36:06,00:03:05,00:20:27,15,01:14:25
Ian,Hughes,GBR,1592,00:11:22,00:03:39,00:36:06,00:03:06,00:20:28,16,01:14:42
Martin ,Darlison,GBR,1589,00:12:59,00:03:29,00:35:52,00:02:55,00:19:25,17,01:14:43
Mark,Gheerbrant,GBR,1591,00:12:28,00:03:41,00:35:58,00:03:25,00:19:13,18,01:14:46
Robin,Rickard,GBR,1598,00:12:25,00:03:45,00:35:04,00:03:14,00:21:09,19,01:15:39
Jon,Wood,GBR,1601,00:13:15,00:03:47,00:34:55,00:03:25,00:20:32,20,01:15:56
Mick,Lawrence,GBR,1595,00:13:22,00:03:35,00:36:10,00:03:11,00:19:39,21,01:15:59
Don,Frew,NZL,1533,00:12:03,00:03:47,00:34:26,00:03:29,00:22:26,22,01:16:14
Alan,Draper,AUS,1568,00:14:04,00:03:47,00:34:45,00:03:23,00:20:31,23,01:16:32
Steve,Williamson,NZL,1549,00:14:25,00:03:32,00:34:54,00:03:07,00:20:34,24,01:16:36
Wade,Grow,USA,1556,00:12:01,00:04:29,00:35:51,00:03:37,00:20:38,25,01:16:38
John,Martin,USA,1559,00:14:09,00:04:18,00:34:26,00:03:44,00:20:14,26,01:16:52
Bruce,Lochhead,NZL,1538,00:15:38,00:04:18,00:33:31,00:03:26,00:20:36,27,01:17:31
Max,Dujardin,MON,1607,00:15:48,00:04:21,00:36:05,00:02:55,00:18:28,28,01:17:40
Malcolm,Stinson,CAN,1586,00:14:24,00:03:51,00:33:33,00:03:35,00:22:18,29,01:17:44
Timothy,Ward,USA,1562,00:12:52,00:04:00,00:37:21,00:03:34,00:20:05,30,01:17:54
Richard,Allan,NZL,1528,00:13:04,00:04:09,00:35:41,00:03:26,00:21:45,31,01:18:07
Johan,Ackermann,NZL,1527,00:11:46,00:03:43,00:36:06,00:03:30,00:23:10,32,01:18:18
Mark,Riddell,NZL,1545,00:13:22,00:04:03,00:36:50,00:03:31,00:20:38,33,01:18:27
Brian,Laundry,CAN,1583,00:14:55,00:03:56,00:35:36,00:03:25,00:21:11,34,01:19:06
Todd,Gibbons,AUS,1570,00:12:57,00:04:49,00:36:18,00:03:39,00:21:25,35,01:19:09
Steven,Culpan,NZL,1531,00:13:19,00:03:35,00:36:32,00:03:29,00:22:22,36,01:19:17
Stirling,Farmer,GBR,1590,00:14:29,00:04:07,00:37:23,00:03:12,00:20:06,37,01:19:19
Stephen,Crerar,NZL,1530,00:13:52,00:03:48,00:36:27,00:03:32,00:21:42,38,01:19:23
Al,Macfarlan,NZL,1539,00:13:28,00:03:54,00:37:30,00:03:12,00:21:20,39,01:19:26
Jeff,Jowsey,NZL,1536,00:13:49,00:04:03,00:35:50,00:03:38,00:22:16,40,01:19:38
Dave,Scott,NZL,1546,00:13:21,00:03:54,00:39:38,00:03:01,00:20:02,41,01:20:00
Allen,Foote,NZL,1532,00:13:54,00:03:51,00:37:45,00:03:14,00:21:21,42,01:20:08
Mark,Hyde,GBR,1593,00:12:43,00:04:18,00:34:24,00:03:45,00:25:12,43,01:20:25
Peter,Mcleod,NZL,1542,00:16:22,00:03:20,00:37:20,00:02:55,00:20:30,44,01:20:28
Simon,Ronalds,AUS,1576,00:12:38,00:03:53,00:37:42,00:03:12,00:23:04,45,01:20:32
Tony,Songhurst,NZL,1548,00:18:19,00:04:16,00:34:44,00:03:30,00:20:01,46,01:20:52
Scott,Grigsby-Lehmann,CAN,1582,00:13:20,00:05:44,00:36:57,00:03:54,00:21:03,47,01:21:00
Tracy,Lloyd,NZL,1537,00:13:16,00:03:57,00:38:36,00:03:19,00:22:16,48,01:21:27
Leo,Mccormack,NZL,1540,00:14:23,00:04:27,00:37:01,00:03:20,00:22:25,49,01:21:40
Murray,Smith,NZL,1547,00:14:25,00:04:03,00:38:28,00:03:20,00:21:48,50,01:22:07
Jack,Mckenzie,NZL,1541,00:14:35,00:03:59,00:37:12,00:03:30,00:23:00,51,01:22:18
Donald,Macdonald,CAN,1584,00:13:59,00:04:50,00:37:13,00:03:30,00:22:48,52,01:22:22
Marcelo,Martins Araujo,BRA,1578,00:13:54,00:04:09,00:37:48,00:03:45,00:23:09,53,01:22:48
Cameron,Mcdiarmid,CAN,1585,00:15:15,00:04:03,00:38:47,00:03:36,00:21:22,54,01:23:06
Juan Carlos,Perez Gongora,MEX,1606,00:14:06,00:04:20,00:39:30,00:03:42,00:21:57,55,01:23:37
John,Murphy,IRL,1603,00:14:27,00:03:50,00:38:58,00:03:24,00:23:00,56,01:23:41
Simon,Pritchett,NZL,1544,00:13:58,00:04:28,00:36:00,00:03:56,00:25:22,57,01:23:45
Kerry,Owens,AUS,1574,00:14:22,00:04:51,00:39:09,00:03:35,00:21:46,58,01:23:46
Colin,Reynolds,GBR,1597,00:17:00,00:04:45,00:37:46,00:03:14,00:22:02,59,01:24:48
Rob,Urbach,USA,1561,00:14:11,00:05:05,00:40:13,00:04:41,00:20:40,60,01:24:53
Bernard,Costa,TAH,1551,00:13:20,00:04:28,00:36:52,00:04:06,00:26:17,61,01:25:05
Bill,Egan,USA,1555,00:17:39,00:05:00,00:35:48,00:03:55,00:23:06,62,01:25:30
Richard,Ingle,AUS,1572,00:12:09,00:04:47,00:39:57,00:04:16,00:24:41,63,01:25:52
Jeffrey,Berger,USA,1553,00:17:45,00:04:06,00:37:50,00:03:38,00:22:59,64,01:26:21
Rob,Bryden,CAN,1580,00:14:10,00:04:52,00:37:21,00:04:15,00:25:44,65,01:26:23
