ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Tamsin,Lewis,GBR,0,00:22:34,00:01:33,01:02:43,00:00:54,00:39:57,1,02:07:41
Tamlyn,Mathiske,AUS,0,00:25:59,00:01:28,01:02:51,00:00:45,00:38:01,2,02:09:02
Alison,Ryan,AUS,0,00:24:13,00:02:01,01:04:08,00:00:46,00:38:38,3,02:09:46
Lucie,Richards,AUS,0,00:24:56,00:01:46,01:03:32,00:00:48,00:39:07,4,02:10:09
Seeley,Gutierrez,USA,0,00:24:53,00:01:48,01:03:47,00:00:54,00:39:41,5,02:11:03
Pamela,Jennings,USA,0,00:25:53,00:02:02,01:02:23,00:00:56,00:40:19,6,02:11:33
Kym,Jaenke,AUS,0,00:22:34,00:01:51,01:05:53,00:00:54,00:40:22,7,02:11:35
Natalie,Smith,AUS,0,00:24:17,00:01:37,01:04:28,00:01:12,00:40:22,8,02:11:56
Jessica,Fleming,AUS,0,00:25:56,00:01:40,01:02:46,00:00:48,00:41:24,9,02:12:33
Rebecca,Rae,NZL,0,00:25:51,00:01:33,01:02:46,00:00:53,00:41:36,10,02:12:37
Jenny,Fletcher,CAN,0,00:24:11,00:01:52,01:04:39,00:00:54,00:41:35,11,02:13:11
Naomi,Fergusson,NZL,0,00:24:02,00:01:39,01:04:39,00:01:00,00:42:52,12,02:14:11
Jacinda,Papps,NZL,0,00:23:27,00:01:55,01:05:01,00:01:04,00:43:47,13,02:15:12
Elizabeth,Stretton,AUS,0,00:25:02,00:01:58,01:03:25,00:00:58,00:44:22,14,02:15:45
Suzanne,Mclucas,AUS,0,00:26:01,00:01:43,01:06:09,00:01:00,00:41:22,15,02:16:13
Caroline,Sweeney,AUS,0,00:27:15,00:01:46,01:05:02,00:01:03,00:41:13,16,02:16:17
Heather,Peal,NZL,0,00:28:21,00:01:37,01:04:11,00:01:06,00:41:15,17,02:16:28
Jean,Bilbrough,RSA,0,00:24:03,00:01:53,01:04:21,00:01:17,00:45:21,18,02:16:57
Greta,Truscott,AUS,0,00:25:12,00:01:49,01:09:25,00:00:53,00:39:44,19,02:17:02
Lucy,Bowen,GBR,0,00:24:53,00:01:40,01:07:45,00:00:57,00:42:33,20,02:17:47
Sabrina,Oei,USA,0,00:27:28,00:01:55,01:05:03,00:00:48,00:44:20,21,02:19:34
Annie,Usher,USA,0,00:26:52,00:02:02,01:05:11,00:01:13,00:44:54,22,02:20:12
Renae,Jones,AUS,0,00:25:52,00:01:44,01:08:47,00:00:50,00:44:06,23,02:21:16
Melissa,Beadman,AUS,0,00:27:01,00:02:01,01:05:42,00:01:30,00:45:16,24,02:21:28
Katie,Court,AUS,0,00:24:59,00:01:55,01:03:47,00:00:57,00:50:07,25,02:21:46
Julie,Dockray,AUS,0,00:24:35,00:01:50,01:10:07,00:00:56,00:44:19,26,02:21:47
Andrea,Ortiz,MEX,0,00:26:23,00:01:53,01:08:15,00:01:00,00:44:51,27,02:22:20
Trisha,Byerly,USA,0,00:25:55,00:01:37,01:07:07,00:01:03,00:46:58,28,02:22:39
Claire,Woods,NZL,0,00:27:08,00:02:12,01:09:41,00:01:03,00:43:02,29,02:23:04
Sonja,Wieck,USA,0,00:30:10,00:01:37,01:08:04,00:01:03,00:42:25,30,02:23:18
Frederique,Sumption,GBR,0,00:27:00,00:01:42,01:07:42,00:00:56,00:46:06,31,02:23:25
Ali,Crichton,AUS,0,00:26:54,00:01:50,01:09:00,00:01:04,00:44:53,32,02:23:40
Sarah,Barkley,USA,0,00:31:51,00:01:58,01:04:45,00:00:56,00:44:13,33,02:23:42
Shannon,Smith,AUS,0,00:27:14,00:01:49,01:08:23,00:01:07,00:45:40,34,02:24:13
Christine,Line,CAN,0,00:30:14,00:01:51,01:05:28,00:01:02,00:45:56,35,02:24:31
Christine,Hughes,AUS,0,00:29:00,00:01:46,01:09:13,00:01:02,00:43:50,36,02:24:50
Nicola ,Martin,NZL,0,00:27:13,00:01:57,01:09:15,00:01:04,00:45:23,37,02:24:51
Renate,Tirpcou,AUS,0,00:27:20,00:01:58,01:08:29,00:01:15,00:45:51,38,02:24:52
Robyn ,Poulson,USA,0,00:30:01,00:02:16,01:05:05,00:01:17,00:47:00,39,02:25:39
Faye,Jenner,GBR,0,00:31:10,00:02:01,01:10:12,00:01:08,00:41:31,40,02:26:00
Margot,Southgate,NZL,0,00:28:37,00:02:21,01:09:36,00:01:10,00:44:24,41,02:26:08
Mary,Campbell,GBR,0,00:28:50,00:01:45,01:08:12,00:00:52,00:46:35,42,02:26:10
Tsumi,Smith,GBR,0,00:27:05,00:02:13,01:11:05,00:01:04,00:44:47,43,02:26:12
Sarah,Mehaffey,AUS,0,00:25:59,00:02:00,01:08:24,00:01:03,00:49:13,44,02:26:37
Lauren,Davies,GBR,0,00:27:08,00:01:43,01:08:38,00:01:02,00:48:43,45,02:27:13
Winia,Janse Van Rensburg,RSA,0,00:26:58,00:02:05,01:13:25,00:01:13,00:44:05,46,02:27:45
Josephine,Perry,GBR,0,00:30:07,00:01:46,01:08:03,00:00:56,00:47:31,47,02:28:23
Janina,Kuehn,NZL,0,00:26:00,00:01:53,01:10:54,00:01:04,00:48:58,48,02:28:49
Rachel,Rodriguez,USA,0,00:31:45,00:02:05,01:08:51,00:01:09,00:45:34,49,02:29:23
Megan,Jones,CAN,0,00:29:14,00:02:27,01:06:42,00:01:10,00:51:13,50,02:30:46
Lucy,Edge,GBR,0,00:31:34,00:02:01,01:11:01,00:01:07,00:45:36,51,02:31:16
Leny,Nungaray,MEX,0,00:30:10,00:02:00,01:13:10,00:01:23,00:44:47,52,02:31:30
Claudia,Bonaudo,MEX,0,00:30:08,00:01:45,01:09:35,00:01:06,00:49:09,53,02:31:41
Kandy,Point,FRA,0,00:26:49,00:01:58,01:13:04,00:01:07,00:48:46,54,02:31:46
Heather,Dart,CAN,0,00:27:33,00:02:01,01:11:15,00:01:16,00:51:01,55,02:33:04
Elvira,Stromback,AUS,0,00:28:00,00:02:31,01:12:20,00:01:10,00:49:06,56,02:33:06
Eva Maria,Garcia Luna,MEX,0,00:27:19,00:02:30,01:15:41,00:01:00,00:46:49,57,02:33:17
Christelle,Lacroix,FRA,0,00:27:23,00:02:04,01:13:13,00:01:04,00:49:37,58,02:33:19
Shannon,Whitta,COK,0,00:30:14,00:02:20,01:12:15,00:01:50,00:46:52,59,02:33:29
Danielle,Welsh,AUS,0,00:27:05,00:02:06,01:15:35,00:01:34,00:47:17,60,02:33:35
Kellie,Moule,AUS,0,00:26:24,00:01:52,01:13:46,00:01:00,00:50:46,61,02:33:47
Anne (dorothy),Karle,RSA,0,00:27:25,00:02:27,01:12:36,00:01:37,00:50:14,62,02:34:18
Jade,Paton,AUS,0,00:27:01,00:02:09,01:09:22,00:01:33,00:54:44,63,02:34:47
