ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Christelle,Van Niekerk,AUS,0,00:28:30,00:00:57,02:21:11,00:01:32,01:25:51,1,04:18:05
Liz,Vadas,AUS,0,00:28:17,00:01:18,02:31:02,00:01:39,01:23:54,2,04:26:13
Jodie,Barker,AUS,0,00:35:34,00:01:17,02:28:10,00:01:37,01:20:56,3,04:27:37
Anna,Pang,AUS,0,00:31:40,00:01:05,02:29:03,00:01:50,01:26:45,4,04:30:26
Kerry,Auguston,AUS,0,00:33:32,00:01:14,02:16:58,00:01:45,01:38:19,5,04:31:49
Natalie,Wood,AUS,0,00:35:01,00:01:24,02:33:47,00:01:35,01:25:30,6,04:37:19
Belinda,Seccombe,AUS,0,00:38:06,00:01:00,02:27:34,00:01:37,01:29:49,7,04:38:11
Elizabeth,Stretton,AUS,0,00:33:28,00:01:10,02:31:47,00:02:04,01:32:21,8,04:40:53
Vanessa,Williams,AUS,0,00:36:47,00:01:33,02:26:33,00:01:49,01:38:35,9,04:45:20
Kimberley,Holman,AUS,0,00:34:01,00:01:06,02:28:16,00:01:42,01:40:19,10,04:45:28
Halcyon,Bolt,AUS,0,00:37:59,00:01:49,02:33:14,00:01:45,01:34:15,11,04:49:04
Kylie,Elbourne,AUS,0,00:32:11,00:02:35,02:30:01,00:01:57,01:46:04,12,04:52:50
Alexia,Ford,AUS,0,00:37:12,00:01:43,02:39:02,00:02:00,01:34:52,13,04:54:52
Julia,Marr,AUS,0,00:30:48,00:01:43,02:41:58,00:02:39,01:39:49,14,04:57:01
Carly,Phillpotts,AUS,0,00:42:25,00:01:41,02:39:10,00:01:42,01:32:32,15,04:57:32
Sarah,Dawson,AUS,0,00:38:14,00:02:16,02:44:24,00:03:57,01:29:17,16,04:58:11
Natasha,Gerebtzoff,AUS,0,00:34:32,00:01:55,02:37:04,00:02:09,01:45:34,17,05:01:17
Allison,Ferry,AUS,0,00:37:58,00:01:30,02:36:06,00:01:50,01:44:38,18,05:02:05
Angela,Devetak,AUS,0,00:38:59,00:02:23,02:31:28,00:04:06,01:47:17,19,05:04:16
Jillian,Deveney,AUS,0,00:35:33,00:01:42,02:48:09,00:02:33,01:43:48,20,05:11:47
Erika,Barton,AUS,0,00:34:19,00:01:58,02:45:58,00:02:30,01:47:24,21,05:12:14
Natalie,Lincoln,AUS,0,00:35:17,00:01:43,02:49:17,00:02:26,01:46:14,22,05:15:01
Sarah,Crealy,AUS,0,00:38:42,00:02:18,02:46:43,00:02:47,01:44:43,23,05:15:16
Julia,Rutsch,AUS,0,00:42:57,00:01:38,02:39:24,00:02:13,01:50:23,24,05:16:37
Staci,Sturzaker,AUS,0,00:33:57,00:01:45,02:40:15,00:01:52,02:02:08,25,05:19:59
Melanie,Wray,AUS,0,00:35:52,00:01:47,02:43:49,00:02:45,01:57:20,26,05:21:35
Emma,Lathouras,AUS,0,00:42:27,00:03:28,02:51:47,00:03:00,01:50:51,27,05:31:37
Sarah,Goldsmith,AUS,0,00:42:08,00:02:30,02:55:16,00:01:58,01:50:53,28,05:32:47
Ariane,Pickard,AUS,0,00:43:26,00:01:08,02:55:17,00:02:09,02:00:16,29,05:42:18
Sarah,Thompson,AUS,0,00:40:55,00:01:29,02:58:59,00:02:01,02:01:18,30,05:44:45
Naomi,Perry,AUS,0,00:40:08,00:01:12,02:59:02,00:01:27,02:06:21,31,05:48:13
Jeni,Barclay,AUS,0,00:45:29,00:01:58,03:01:19,00:02:29,02:07:13,32,05:58:31
Jennifer,Armstrong,AUS,0,00:53:21,00:02:42,03:14:41,00:02:47,02:00:06,33,06:13:40
Catherine,Dermody,AUS,0,00:45:21,00:03:03,03:10:04,00:04:33,02:13:49,34,06:16:54
Kimberlee,Franklin,AUS,0,00:51:29,00:04:27,03:18:21,00:05:01,02:20:53,35,06:40:14
Roseanne,Lo,AUS,0,00:37:03,00:02:21,02:55:45,00:02:24,00:00:00,DNF,00:00:00
